Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,Cluster,clustering,eigencentrality,Cluter-ID
Tristan,Tristan,,109,109,218,109,109,218,2,0.528851,0.554555,0.001032,0.034522,0.034522,2,0.001073,0,0,0,0.105165,0.871095,0
Muzayin Abdul Wahab,Muzayin Abdul Wahab,,116,116,232,116,116,232,2,0.530818,0.558058,0.001193,0.036475,0.036475,7,0.001133,0,0,0,0.102099,0.92037,0
Anees,Anees,,110,110,220,110,110,220,2,0.529131,0.555055,0.001123,0.03392,0.03392,5,0.001085,0,0,0,0.096247,0.856277,0
Augustina,Augustina,,81,81,162,81,81,162,2,0.521127,0.540541,0.000572,0.025503,0.025503,3,0.000836,0,0,0,0.105247,0.64364,0
Haseeb Ali,Haseeb Ali,,99,99,198,99,99,198,2,0.526066,0.54955,0.00087,0.031195,0.031195,0,0.000989,0,0,0,0.09833,0.787257,0
Azhari Husin,Azhari Husin,,104,104,208,104,104,208,2,0.527455,0.552052,0.000965,0.032539,0.032539,6,0.001032,0,0,0,0.101382,0.821263,0
Alvaro,Alvaro,,112,112,224,112,112,224,2,0.529692,0.556056,0.001083,0.035478,0.035478,7,0.001098,0,0,0,0.105051,0.895273,0
Abdullah Sunata,Abdullah Sunata,,86,86,172,86,86,172,2,0.52249,0.543043,0.000648,0.027072,0.027072,1,0.000878,0,0,0,0.101778,0.683275,0
Zubaida,Zubaida,,91,91,182,91,91,182,2,0.523859,0.545546,0.000725,0.028699,0.028699,8,0.000921,0,0,0,0.103053,0.724219,0
Atif Noor,Atif Noor,,116,116,232,116,116,232,2,0.530818,0.558058,0.001228,0.035921,0.035921,1,0.001135,0,0,0,0.104948,0.906658,0
Brooke,Brooke,,87,87,174,87,87,174,2,0.522763,0.543544,0.000655,0.027477,0.027477,8,0.000887,0,0,0,0.109864,0.693458,0
Adung,Adung,,84,84,168,84,84,168,3,0.521671,0.541875,0.000596,0.026874,0.026874,8,0.00086,0,0,0,0.102123,0.678048,0
AVA,AVA,,116,116,232,116,116,232,2,0.530818,0.558058,0.001197,0.03639,0.03639,6,0.001133,0,0,0,0.1003,0.918307,0
Alfred,Alfred,,118,118,236,118,118,236,2,0.531383,0.559059,0.001217,0.037398,0.037398,5,0.001149,0,0,0,0.10213,0.943621,0
Frazer,Frazer,,111,111,222,111,111,222,2,0.529412,0.555556,0.001101,0.034903,0.034903,4,0.00109,0,0,0,0.099591,0.880803,0
Yi Cook  ,Yi Cook  ,,90,90,180,90,90,180,2,0.523585,0.545045,0.000704,0.02856,0.02856,8,0.000912,0,0,0,0.101873,0.720665,0
Lakendra Lasiter  ,Lakendra Lasiter  ,,107,107,214,107,107,214,2,0.528292,0.553554,0.00102,0.033644,0.033644,5,0.001057,0,0,0,0.100159,0.84907,0
Hobert Sagers  ,Hobert Sagers  ,,80,80,160,80,80,160,2,0.520855,0.54004,0.000562,0.025215,0.025215,4,0.000827,0,0,0,0.087342,0.636414,0
Janita Thelen  ,Janita Thelen  ,,113,113,226,113,113,226,2,0.529973,0.556557,0.001104,0.035742,0.035742,2,0.001106,0,0,0,0.105247,0.90188,0
Beth Walraven  ,Beth Walraven  ,,108,108,216,108,108,216,2,0.528571,0.554054,0.001066,0.033445,0.033445,4,0.001067,0,0,0,0.098823,0.844249,0
Layton,Layton,,102,102,204,102,102,204,2,0.526899,0.551051,0.000924,0.032064,0.032064,6,0.001014,0,0,0,0.09901,0.809189,0
Shahzaib Jutt,Shahzaib Jutt,,94,94,188,94,94,188,3,0.524409,0.54688,0.000765,0.029701,0.029701,0,0.000946,0,0,0,0.102951,0.749485,0
Aima,Aima,,109,109,218,109,109,218,2,0.528851,0.554555,0.001043,0.03457,0.03457,6,0.001072,0,0,0,0.09684,0.872301,0
Marwan,Marwan,,103,103,206,103,103,206,2,0.527177,0.551552,0.000934,0.032492,0.032492,2,0.001022,0,0,0,0.100133,0.819954,0
Mhammad Nouman,Mhammad Nouman,,102,102,204,102,102,204,2,0.526899,0.551051,0.000956,0.031617,0.031617,8,0.001016,0,0,0,0.098233,0.79815,0
Fredrick,Fredrick,,110,110,220,110,110,220,2,0.529131,0.555055,0.00106,0.034765,0.034765,4,0.001081,0,0,0,0.103253,0.877269,0
Jason,Jason,,108,108,216,108,108,216,2,0.528571,0.554054,0.001051,0.033758,0.033758,4,0.001066,0,0,0,0.09865,0.852013,0
Vidiya,Vidiya,,96,96,192,96,96,192,2,0.525237,0.548048,0.000821,0.03014,0.03014,2,0.000964,0,0,0,0.095395,0.760687,0
Mirza Khan,Mirza Khan,,120,120,240,120,120,240,2,0.531949,0.56006,0.001286,0.037577,0.037577,4,0.001167,0,0,0,0.101681,0.948288,0
Sardar Saad,Sardar Saad,,107,107,214,107,107,214,2,0.528292,0.553554,0.001047,0.033167,0.033167,2,0.001059,0,0,0,0.09963,0.837206,0
Lilly,Lilly,,101,101,202,101,101,202,2,0.526621,0.550551,0.00094,0.031177,0.031177,2,0.001008,0,0,0,0.100396,0.787059,0
Taha Sheikh,Taha Sheikh,,102,102,204,102,102,204,2,0.526899,0.551051,0.000927,0.031855,0.031855,4,0.001015,0,0,0,0.102116,0.803989,0
Homer,Homer,,108,108,216,108,108,216,2,0.528571,0.554054,0.001004,0.034304,0.034304,5,0.001064,0,0,0,0.10713,0.865564,0
Hanna,Hanna,,105,105,210,105,105,210,2,0.527734,0.552553,0.000971,0.033054,0.033054,0,0.001039,0,0,0,0.106777,0.834083,0
Jamil,Jamil,,109,109,218,109,109,218,2,0.528851,0.554555,0.001027,0.034647,0.034647,6,0.001072,0,0,0,0.104315,0.8741,0
Umair Hassan,Umair Hassan,,117,117,234,117,117,234,2,0.5311,0.558559,0.001219,0.036808,0.036808,6,0.001141,0,0,0,0.104038,0.928769,0
Evelina,Evelina,,110,110,220,110,110,220,2,0.529131,0.555055,0.001089,0.034354,0.034354,5,0.001083,0,0,0,0.10025,0.867044,0
Darca,Darca,,79,79,158,79,79,158,2,0.520584,0.53954,0.000546,0.024798,0.024798,6,0.00082,0,0,0,0.098669,0.625863,0
Sarfaz,Sarfaz,,101,101,202,101,101,202,2,0.526621,0.550551,0.000901,0.031696,0.031696,8,0.001006,0,0,0,0.104554,0.799909,0
Mason,Mason,,101,101,202,101,101,202,2,0.526621,0.550551,0.000916,0.031379,0.031379,0,0.001007,0,0,0,0.103762,0.792079,0
Frankie,Frankie,,95,95,190,95,95,190,2,0.524961,0.547548,0.00081,0.02978,0.02978,2,0.000955,0,0,0,0.098992,0.751529,0
Miya,Miya,,93,93,186,93,93,186,2,0.524409,0.546547,0.000764,0.02914,0.02914,4,0.000938,0,0,0,0.103319,0.73546,0
Arshad Khan,Arshad Khan,,102,102,204,102,102,204,2,0.526899,0.551051,0.000972,0.03136,0.03136,8,0.001017,0,0,0,0.098622,0.79169,0
Maud,Maud,,110,110,220,110,110,220,2,0.529131,0.555055,0.001095,0.034412,0.034412,7,0.001083,0,0,0,0.096747,0.86846,0
Rana Jhangir Khan,Rana Jhangir Khan,,105,105,210,105,105,210,2,0.527734,0.552553,0.00099,0.032793,0.032793,4,0.00104,0,0,0,0.095604,0.827643,0
Hasnain Niazi,Hasnain Niazi,,92,92,184,92,92,184,2,0.524134,0.546046,0.000729,0.029194,0.029194,2,0.000928,0,0,0,0.105829,0.736698,0
Daniella,Daniella,,100,100,200,100,100,200,2,0.526344,0.55005,0.000876,0.031665,0.031665,8,0.000996,0,0,0,0.09697,0.798982,0
Jacklyn,Jacklyn,,108,108,216,108,108,216,2,0.528571,0.554054,0.001007,0.034457,0.034457,7,0.001063,0,0,0,0.102111,0.869391,0
Iqbal Huseini,Iqbal Huseini,,90,90,180,90,90,180,2,0.523585,0.545045,0.000723,0.028259,0.028259,4,0.000912,0,0,0,0.097378,0.713193,0
Ellie,Ellie,,77,77,154,77,77,154,2,0.520042,0.538539,0.000508,0.024517,0.024517,8,0.000801,0,0,0,0.10663,0.618685,0
Yaseen Ahmed,Yaseen Ahmed,,99,99,198,99,99,198,2,0.526066,0.54955,0.000866,0.031031,0.031031,2,0.000989,0,0,0,0.104308,0.783235,0
Faizan Sheikh,Faizan Sheikh,,99,99,198,99,99,198,2,0.526066,0.54955,0.00087,0.030985,0.030986,8,0.000989,0,0,0,0.109462,0.782018,0
Mian Tahir,Mian Tahir,,110,110,220,110,110,220,2,0.529131,0.555055,0.001051,0.034902,0.034902,1,0.00108,0,0,0,0.101918,0.88064,0
Yusuf,Yusuf,,95,95,190,95,95,190,3,0.524685,0.547381,0.000794,0.02979,0.02979,4,0.000955,0,0,0,0.106159,0.751895,0
Abdullah Sungkar,Abdullah Sungkar,,120,120,240,120,120,240,2,0.531949,0.56006,0.001293,0.037773,0.037773,7,0.001167,0,0,0,0.093557,0.953123,0
Tanveer Ghumman,Tanveer Ghumman,,106,106,212,106,106,212,2,0.528013,0.553053,0.001007,0.033156,0.033156,8,0.001048,0,0,0,0.098473,0.836826,0
Dwayne,Dwayne,,106,106,212,106,106,212,2,0.528013,0.553053,0.001,0.033167,0.033167,6,0.001049,0,0,0,0.105301,0.837024,0
Zach,Zach,,97,97,194,97,97,194,2,0.525513,0.548549,0.000842,0.030431,0.030431,8,0.000972,0,0,0,0.102448,0.768021,0
Amman,Amman,,111,111,222,111,111,222,3,0.529131,0.555389,0.001103,0.034694,0.034694,2,0.001091,0,0,0,0.103194,0.87564,0
Aidan,Aidan,,100,100,200,100,100,200,2,0.526344,0.55005,0.000893,0.031264,0.031264,1,0.000998,0,0,0,0.100808,0.789135,0
Wyat,Wyat,,94,94,188,94,94,188,2,0.524685,0.547047,0.000828,0.02888,0.02888,2,0.000949,0,0,0,0.09197,0.729117,0
Oliver,Oliver,,112,112,224,112,112,224,2,0.529692,0.556056,0.001089,0.035534,0.035534,0,0.001098,0,0,0,0.101995,0.896592,0
De Gea,De Gea,,99,99,198,99,99,198,2,0.526066,0.54955,0.00086,0.031223,0.031223,8,0.000988,0,0,0,0.100804,0.787942,0
Zulkarnaen,Zulkarnaen,,107,107,214,107,107,214,2,0.528292,0.553554,0.001014,0.033726,0.033726,5,0.001056,0,0,0,0.093987,0.851041,0
Leaon,Leaon,,90,90,180,90,90,180,2,0.523585,0.545045,0.000735,0.027993,0.027993,2,0.000914,0,0,0,0.100375,0.706615,0
Rameeza,Rameeza,,96,96,192,96,96,192,2,0.525237,0.548048,0.000802,0.030362,0.030362,3,0.000962,0,0,0,0.101974,0.766236,0
Sion,Sion,,95,95,190,95,95,190,2,0.524961,0.547548,0.00081,0.029791,0.029791,5,0.000955,0,0,0,0.098096,0.751849,0
Albert,Albert,,86,86,172,86,86,172,2,0.52249,0.543043,0.000678,0.026506,0.026506,7,0.000881,0,0,0,0.104241,0.669156,0
Alexander,Alexander,,81,81,162,81,81,162,2,0.521127,0.540541,0.000566,0.025749,0.025749,8,0.000835,0,0,0,0.09784,0.649787,0
Anya,Anya,,113,113,226,113,113,226,2,0.529973,0.556557,0.001153,0.035271,0.035271,3,0.001108,0,0,0,0.094185,0.890158,0
Nabeeha,Nabeeha,,105,105,210,105,105,210,2,0.527734,0.552553,0.000982,0.033014,0.033014,8,0.00104,0,0,0,0.099451,0.833109,0
Amber,Amber,,108,108,216,108,108,216,2,0.528571,0.554054,0.001035,0.034007,0.034007,2,0.001065,0,0,0,0.094496,0.858215,0
Owais Arain,Owais Arain,,102,102,204,102,102,204,2,0.526899,0.551051,0.000959,0.031478,0.031478,5,0.001017,0,0,0,0.096486,0.794605,0
Nicholas,Nicholas,,101,101,202,101,101,202,2,0.526621,0.550551,0.000887,0.031979,0.031979,2,0.001005,0,0,0,0.100792,0.806883,0
Faiza,Faiza,,85,85,170,85,85,170,2,0.522216,0.542543,0.000625,0.026802,0.026802,8,0.00087,0,0,0,0.107843,0.676457,0
Kacie,Kacie,,105,105,210,105,105,210,2,0.527734,0.552553,0.00095,0.033391,0.033391,2,0.001038,0,0,0,0.109524,0.842562,0
Agus Ahmad,Agus Ahmad,,96,96,192,96,96,192,2,0.525237,0.548048,0.000813,0.03033,0.03033,6,0.000963,0,0,0,0.099561,0.765371,0
Cole,Cole,,96,96,192,96,96,192,2,0.525237,0.548048,0.000822,0.029885,0.029885,8,0.000964,0,0,0,0.09386,0.75437,0
Shan Rao,Shan Rao,,94,94,188,94,94,188,2,0.524685,0.547047,0.000803,0.029222,0.029222,8,0.000948,0,0,0,0.103866,0.737653,0
Sleem Savi,Sleem Savi,,108,108,216,108,108,216,2,0.528571,0.554054,0.001027,0.034079,0.034079,4,0.001064,0,0,0,0.105573,0.859946,0
Elizabeth,Elizabeth,,107,107,214,107,107,214,2,0.528292,0.553554,0.000981,0.033664,0.033664,2,0.001056,0,0,0,0.111444,0.849488,0
Qudsia,Qudsia,,93,93,186,93,93,186,2,0.524409,0.546547,0.00076,0.029359,0.029359,4,0.000937,0,0,0,0.100047,0.740959,0
Abid,Abid,,114,114,228,114,114,228,2,0.530255,0.557057,0.001154,0.035745,0.035745,5,0.001116,0,0,0,0.099053,0.901985,0
Livia,Livia,,100,100,200,100,100,200,2,0.526344,0.55005,0.000904,0.031149,0.031149,8,0.000999,0,0,0,0.098182,0.786189,0
Mesum Ammar,Mesum Ammar,,100,100,200,100,100,200,2,0.526344,0.55005,0.000855,0.03201,0.03201,8,0.000995,0,0,0,0.101414,0.807638,0
Hussain,Hussain,,97,97,194,97,97,194,2,0.525513,0.548549,0.000857,0.03025,0.03025,8,0.000973,0,0,0,0.095361,0.763521,0
Areesha,Areesha,,103,103,206,103,103,206,2,0.527177,0.551552,0.000943,0.032462,0.032462,8,0.001023,0,0,0,0.100324,0.819182,0
Muhammad Arslan,Muhammad Arslan,,104,104,208,104,104,208,2,0.527455,0.552052,0.000979,0.032364,0.032364,1,0.001032,0,0,0,0.098768,0.816905,0
Khizaer Hayat,Khizaer Hayat,,96,96,192,96,96,192,2,0.525237,0.548048,0.000802,0.030515,0.030515,5,0.000962,0,0,0,0.097588,0.770021,0
Muhammad Atif,Muhammad Atif,,103,103,206,103,103,206,2,0.527177,0.551552,0.000953,0.032218,0.032218,1,0.001023,0,0,0,0.100324,0.813155,0
Tehmina,Tehmina,,96,96,192,96,96,192,2,0.525237,0.548048,0.00081,0.030249,0.030249,7,0.000963,0,0,0,0.104386,0.763387,0
Porter Devries  ,Porter Devries  ,,106,106,212,106,106,212,2,0.528013,0.553053,0.001012,0.033072,0.033072,0,0.001049,0,0,0,0.098832,0.834703,0
Mikel Lamberson  ,Mikel Lamberson  ,,89,89,178,89,89,178,2,0.523311,0.544545,0.000721,0.027702,0.027702,4,0.000905,0,0,0,0.092697,0.69929,0
Alton Towell  ,Alton Towell  ,,105,105,210,105,105,210,2,0.527734,0.552553,0.000992,0.032596,0.032596,1,0.001041,0,0,0,0.104945,0.822753,0
Neveh,Neveh,,98,98,196,98,98,196,2,0.525789,0.549049,0.000885,0.030204,0.030204,3,0.000983,0,0,0,0.095729,0.762557,0
Miley,Miley,,98,98,196,98,98,196,2,0.525789,0.549049,0.000845,0.030825,0.030825,2,0.00098,0,0,0,0.103934,0.777977,0
Monica,Monica,,109,109,218,109,109,218,2,0.528851,0.554555,0.001106,0.033568,0.033568,2,0.001076,0,0,0,0.098029,0.847485,0
Robbie,Robbie,,103,103,206,103,103,206,2,0.527177,0.551552,0.00093,0.032495,0.032495,3,0.001022,0,0,0,0.100324,0.81998,0
Faisal Khan,Faisal Khan,,100,100,200,100,100,200,2,0.526344,0.55005,0.000863,0.03174,0.03174,0,0.000996,0,0,0,0.104444,0.800895,0
Archie,Archie,,88,88,176,88,88,176,2,0.523037,0.544044,0.000705,0.027354,0.027354,7,0.000897,0,0,0,0.096134,0.690472,0
Sonny,Sonny,,102,102,204,102,102,204,2,0.526899,0.551051,0.000928,0.031886,0.031886,0,0.001015,0,0,0,0.097263,0.804824,0
Kieran,Kieran,,121,121,242,121,121,242,2,0.532232,0.560561,0.001323,0.037862,0.037862,2,0.001176,0,0,0,0.098898,0.955552,0
Adnan,Adnan,,102,102,204,102,102,204,2,0.526899,0.551051,0.000934,0.031893,0.031893,0,0.001015,0,0,0,0.095127,0.804912,0
Yaqoob,Yaqoob,,87,87,174,87,87,174,2,0.522763,0.543544,0.000707,0.026701,0.026701,7,0.00089,0,0,0,0.094627,0.674111,0
Asghar,Asghar,,124,124,248,124,124,248,2,0.533084,0.562062,0.001359,0.039154,0.039154,2,0.0012,0,0,0,0.098086,0.987963,0
Mohail,Mohail,,88,88,176,88,88,176,2,0.523037,0.544044,0.000683,0.027736,0.027736,0,0.000895,0,0,0,0.09535,0.700036,0
Amir Chatta,Amir Chatta,,91,91,182,91,91,182,2,0.523859,0.545546,0.000741,0.028596,0.028596,4,0.000921,0,0,0,0.102564,0.721639,0
Bradley,Bradley,,109,109,218,109,109,218,2,0.528851,0.554555,0.001079,0.033902,0.033902,4,0.001075,0,0,0,0.092932,0.855648,0
Naveed,Naveed,,93,93,186,93,93,186,2,0.524409,0.546547,0.000783,0.029012,0.029012,1,0.000939,0,0,0,0.098644,0.732297,0
Ricky,Ricky,,107,107,214,107,107,214,2,0.528292,0.553554,0.001008,0.033773,0.033773,0,0.001056,0,0,0,0.104038,0.852237,0
Benedict,Benedict,,110,110,220,110,110,220,2,0.529131,0.555055,0.001083,0.034492,0.034492,5,0.001082,0,0,0,0.097081,0.870408,0
Rehan Khan,Rehan Khan,,117,117,234,117,117,234,2,0.5311,0.558559,0.001219,0.036844,0.036844,4,0.001141,0,0,0,0.097849,0.929774,0
Finn,Finn,,90,90,180,90,90,180,2,0.523585,0.545045,0.000705,0.028413,0.028413,4,0.000912,0,0,0,0.102122,0.717032,0
Nasir Abas,Nasir Abas,,96,96,192,96,96,192,2,0.525237,0.548048,0.000821,0.030006,0.030006,3,0.000964,0,0,0,0.1,0.757317,0
Salman,Salman,,93,93,186,93,93,186,2,0.524409,0.546547,0.000774,0.029039,0.029039,0,0.000939,0,0,0,0.102151,0.733012,0
Kamran,Kamran,,121,121,242,121,121,242,2,0.532232,0.560561,0.001313,0.037836,0.037836,3,0.001176,0,0,0,0.096419,0.954905,0
Geaorge,Geaorge,,106,106,212,106,106,212,2,0.528013,0.553053,0.000996,0.033177,0.033177,4,0.001049,0,0,0,0.106918,0.83731,0
Joyce,Joyce,,99,99,198,99,99,198,2,0.526066,0.54955,0.00087,0.031169,0.031169,0,0.000989,0,0,0,0.100392,0.786633,0
Isla,Isla,,107,107,214,107,107,214,2,0.528292,0.553554,0.001005,0.033509,0.033509,0,0.001057,0,0,0,0.109328,0.845677,0
Irafan Doggal,Irafan Doggal,,110,110,220,110,110,220,2,0.529131,0.555055,0.001091,0.034359,0.034359,5,0.001083,0,0,0,0.097581,0.867222,0
Sienna,Sienna,,97,97,194,97,97,194,2,0.525513,0.548549,0.00083,0.030611,0.030611,0,0.000971,0,0,0,0.099012,0.772642,0
Robert,Robert,,95,95,190,95,95,190,2,0.524961,0.547548,0.000793,0.029911,0.029911,2,0.000955,0,0,0,0.102352,0.754871,0
Jasleem,Jasleem,,95,95,190,95,95,190,2,0.524961,0.547548,0.000793,0.030035,0.030035,2,0.000954,0,0,0,0.097424,0.757927,0
Maryam Salman,Maryam Salman,,98,98,196,98,98,196,2,0.525789,0.549049,0.000825,0.031266,0.031266,1,0.000978,0,0,0,0.109194,0.788886,0
Hector,Hector,,109,109,218,109,109,218,2,0.528851,0.554555,0.001062,0.034086,0.034086,7,0.001074,0,0,0,0.104995,0.860298,0
Tanisha,Tanisha,,86,86,172,86,86,172,2,0.52249,0.543043,0.000641,0.027351,0.027351,0,0.000877,0,0,0,0.101505,0.690194,0
Alicia,Alicia,,94,94,188,94,94,188,2,0.524685,0.547047,0.000809,0.029234,0.029234,0,0.000947,0,0,0,0.09014,0.737944,0
Arooj,Arooj,,106,106,212,106,106,212,2,0.528013,0.553053,0.001007,0.033031,0.033031,4,0.001049,0,0,0,0.101348,0.833718,0
Osama Ch,Osama Ch,,107,107,214,107,107,214,2,0.528292,0.553554,0.001063,0.033042,0.033042,8,0.001059,0,0,0,0.094869,0.83412,0
Hayden,Hayden,,88,88,176,88,88,176,2,0.523037,0.544044,0.000723,0.027219,0.027219,7,0.000898,0,0,0,0.088036,0.687096,0
Hamza Rehman,Hamza Rehman,,90,90,180,90,90,180,2,0.523585,0.545045,0.000759,0.027633,0.027633,7,0.000915,0,0,0,0.088889,0.697653,0
Imam Samudra,Imam Samudra,,98,98,196,98,98,196,2,0.525789,0.549049,0.000836,0.031013,0.031013,3,0.000979,0,0,0,0.105197,0.782657,0
Ayaan,Ayaan,,91,91,182,91,91,182,2,0.523859,0.545546,0.000726,0.028671,0.028671,2,0.000921,0,0,0,0.099145,0.723514,0
Joanne,Joanne,,103,103,206,103,103,206,2,0.527177,0.551552,0.000894,0.032992,0.032992,4,0.00102,0,0,0,0.108129,0.83233,0
Ewan,Ewan,,96,96,192,96,96,192,2,0.525237,0.548048,0.000809,0.030131,0.030131,7,0.000964,0,0,0,0.101535,0.760528,0
Felic,Felic,,103,103,206,103,103,206,2,0.527177,0.551552,0.000955,0.032104,0.032104,0,0.001024,0,0,0,0.10375,0.81042,0
Sebastian,Sebastian,,104,104,208,104,104,208,2,0.527455,0.552052,0.00094,0.032892,0.032892,8,0.00103,0,0,0,0.100822,0.829968,0
Mehboob,Mehboob,,92,92,184,92,92,184,2,0.524134,0.546046,0.000763,0.028806,0.028806,0,0.00093,0,0,0,0.095796,0.727056,0
Eleanor,Eleanor,,110,110,220,110,110,220,2,0.529131,0.555055,0.001064,0.034862,0.034862,2,0.001081,0,0,0,0.100584,0.879566,0
Edward,Edward,,110,110,220,110,110,220,2,0.529131,0.555055,0.001064,0.034553,0.034553,4,0.001082,0,0,0,0.105088,0.872006,0
Abdul Rafey,Abdul Rafey,,120,120,240,120,120,240,2,0.531949,0.56006,0.001266,0.037692,0.037692,0,0.001167,0,0,0,0.103221,0.951141,0
Maximillan,Maximillan,,107,107,214,107,107,214,2,0.528292,0.553554,0.001019,0.033452,0.033452,1,0.001057,0,0,0,0.10633,0.844223,0
Jensen,Jensen,,91,91,182,91,91,182,2,0.523859,0.545546,0.000714,0.028737,0.028737,0,0.00092,0,0,0,0.100366,0.725183,0
Lydia,Lydia,,76,76,152,76,76,152,3,0.519501,0.537871,0.000487,0.024211,0.024211,8,0.000793,0,0,0,0.104211,0.610933,0
Nancy,Nancy,,92,92,184,92,92,184,2,0.524134,0.546046,0.000752,0.028677,0.028677,0,0.00093,0,0,0,0.097707,0.723939,0
Rocco,Rocco,,92,92,184,92,92,184,2,0.524134,0.546046,0.000728,0.029208,0.029208,8,0.000928,0,0,0,0.106068,0.737051,0
Madison,Madison,,102,102,204,102,102,204,2,0.526899,0.551051,0.000918,0.032228,0.032228,7,0.001013,0,0,0,0.09571,0.813281,0
Lucy,Lucy,,112,112,224,112,112,224,2,0.529692,0.556056,0.001098,0.035409,0.035409,3,0.001098,0,0,0,0.102638,0.893507,0
Florence,Florence,,92,92,184,92,92,184,2,0.524134,0.546046,0.000723,0.029361,0.029361,7,0.000928,0,0,0,0.10559,0.740832,0
Anna,Anna,,104,104,208,104,104,208,2,0.527455,0.552052,0.000937,0.032962,0.032962,4,0.00103,0,0,0,0.105863,0.831757,0
Lexi,Lexi,,100,100,200,100,100,200,2,0.526344,0.55005,0.000905,0.031172,0.031172,0,0.000998,0,0,0,0.094747,0.786811,0
Matthew,Matthew,,108,108,216,108,108,216,2,0.528571,0.554054,0.00104,0.033789,0.033789,2,0.001065,0,0,0,0.101592,0.852749,0
Jabir,Jabir,,97,97,194,97,97,194,2,0.525513,0.548549,0.00083,0.030361,0.030361,2,0.000972,0,0,0,0.103522,0.76638,0
Ghulam Sadeeq,Ghulam Sadeeq,,94,94,188,94,94,188,3,0.524409,0.54688,0.000782,0.029457,0.029457,2,0.000947,0,0,0,0.104324,0.743435,0
Rosihin Noor,Rosihin Noor,,89,89,178,89,89,178,2,0.523311,0.544545,0.000697,0.02794,0.02794,2,0.000904,0,0,0,0.097293,0.705172,0
Tamala,Tamala,,101,101,202,101,101,202,2,0.526621,0.550551,0.000904,0.031766,0.031766,3,0.001006,0,0,0,0.097822,0.801643,0
Tasawar,Tasawar,,105,105,210,105,105,210,3,0.527455,0.552386,0.000982,0.032755,0.032755,2,0.00104,0,0,0,0.102564,0.82671,0
Martha,Martha,,91,91,182,91,91,182,2,0.523859,0.545546,0.000734,0.028679,0.028679,8,0.000921,0,0,0,0.094994,0.723786,0
Urwah,Urwah,,115,115,230,115,115,230,2,0.530536,0.557558,0.001209,0.035562,0.035562,0,0.001127,0,0,0,0.097635,0.897607,0
Stefen,Stefen,,113,113,226,113,113,226,2,0.529973,0.556557,0.001155,0.035146,0.035146,4,0.001109,0,0,0,0.098451,0.887082,0
Theodore,Theodore,,89,89,178,89,89,178,2,0.523311,0.544545,0.000703,0.027882,0.027882,0,0.000904,0,0,0,0.104699,0.703711,0
Asifa,Asifa,,105,105,210,105,105,210,2,0.527734,0.552553,0.000963,0.033152,0.033152,6,0.001039,0,0,0,0.102747,0.836573,0
Jude,Jude,,103,103,206,103,103,206,2,0.527177,0.551552,0.000947,0.032307,0.032307,4,0.001023,0,0,0,0.106035,0.815316,0
Huma,Huma,,99,99,198,99,99,198,2,0.526066,0.54955,0.000872,0.031191,0.031191,6,0.000988,0,0,0,0.097918,0.787165,0
Quratulain,Quratulain,,96,96,192,96,96,192,2,0.525237,0.548048,0.000815,0.030049,0.030049,0,0.000964,0,0,0,0.103509,0.758363,0
Shamsha Zain,Shamsha Zain,,103,103,206,103,103,206,2,0.527177,0.551552,0.000944,0.032292,0.032292,2,0.001023,0,0,0,0.098039,0.81497,0
Hibah,Hibah,,97,97,194,97,97,194,2,0.525513,0.548549,0.000812,0.030744,0.030744,0,0.000971,0,0,0,0.100086,0.775797,0
Shayan Ali,Shayan Ali,,97,97,194,97,97,194,2,0.525513,0.548549,0.000839,0.030546,0.030546,7,0.000972,0,0,0,0.098582,0.77092,0
Priya,Priya,,102,102,204,102,102,204,2,0.526899,0.551051,0.00094,0.03184,0.03184,1,0.001015,0,0,0,0.100369,0.803611,0
Rawail,Rawail,,121,121,242,121,121,242,2,0.532232,0.560561,0.001255,0.038508,0.038508,4,0.001173,0,0,0,0.102893,0.971497,0
Uzair,Uzair,,109,109,218,109,109,218,2,0.528851,0.554555,0.001055,0.034185,0.034185,2,0.001074,0,0,0,0.104485,0.862747,0
Apuy,Apuy,,105,105,210,105,105,210,2,0.527734,0.552553,0.000969,0.033288,0.033288,6,0.001038,0,0,0,0.094322,0.839891,0
Illa,Illa,,103,103,206,103,103,206,2,0.527177,0.551552,0.000961,0.031946,0.031946,0,0.001024,0,0,0,0.102798,0.806401,0
Logan,Logan,,85,85,170,85,85,170,3,0.521944,0.542376,0.000639,0.026617,0.026617,7,0.00087,0,0,0,0.102521,0.671885,0
Qudratullah,Qudratullah,,102,102,204,102,102,204,2,0.526899,0.551051,0.00091,0.032147,0.032147,0,0.001014,0,0,0,0.100951,0.811256,0
Anthony,Anthony,,100,100,200,100,100,200,2,0.526344,0.55005,0.000918,0.030942,0.030942,4,0.000999,0,0,0,0.092929,0.781041,0
Caitlin,Caitlin,,100,100,200,100,100,200,2,0.526344,0.55005,0.000881,0.031373,0.031373,8,0.000997,0,0,0,0.100606,0.791733,0
Suzanne Syverson  ,Suzanne Syverson  ,,102,102,204,102,102,204,2,0.526899,0.551051,0.000915,0.032084,0.032084,3,0.001014,0,0,0,0.102504,0.809687,0
